assetid,schemename,schemecode,assetname,classofasset,sanctiondate,wage,semiskilled,skilled,material,contingency,total,mandays
32002003413,65 Land development in Homeland of IBS in differen,3201009002/LD/321002040572876,Land development,Reclamation of Land,12-08-2014,83072,0,7055,0,0  ,90127,
32002003120,147 Model estimate for cultivation of Mango in the Land of individual benificiary under Bhaluka,3201009002/DP/34040991827,Plantation,Plantation,17-10-2014,0,0,6610,5802.3,0  ,12412.3,
32002003125,149 Model estimate for cultivation of Mango in the Land of individual benificiary under Bhaluka,3201009002/DP/34040991858,Plantation,Plantation,17-10-2014,0,0,0,16578,0  ,16578,
32002003117,146 Model estimate for cultivation of Mango the L/O individual beneficiary Under Bhaluka .,3201009002/DP/34040991141,Plantation,Plantation,17-10-2014,0,0,0,16578,0  ,16578,
32002003114,145 Model estimate for cultivation of Mango the L/O individual beneficiary Under Bhaluka .,3201009002/DP/34040991109,Plantation,Plantation,17-10-2014,0,0,0,9532.35,0  ,9532.35,
32002003163,Land Devolaopment in the Land of individual benificiary in different area under Bhaluka GP.,3201009002/LD/321002040521344,Land development,Land Leveling,03-09-2013,193695,0,9740,0,0  ,203435,
32002003108,123 Estimate for roadside Plantation from Jangalbas Pry.School to L/O Shakti Ghosh at Bhaluka.,3201009002/DP/34040972547,Plantation,Plantation,02-09-2014,54249,0,3296,63650,0  ,121195,
32002003380,119 Land development of cultivated land of individual Benificiary i defarent area.,3201009002/LD/321002040552032,Land development,Reclamation of Land,06-01-2014,47799,0,0,0,0  ,47799,
32002003102,58 Model estimate for cultivation of Mango in the land of individul beneficiary at Anandabas.,3201009002/DP/34040971471,Plantation,Plantation,01-08-2014,78923,0,4817,0,0  ,83740,
32002003109,137 Model estimate for cultivation of Mango the L/O individual beneficiary Under Bhaluka .,3201009002/DP/34040991055,Plantation,Plantation,25-09-2014,0,0,1268,12771.2,0  ,14039.2,
32002003096,51 Model esitimate for cultivation of individual benificiary at Anandabas.,3201009002/DP/34040971198,Plantation,Plantation,24-07-2014,60840,0,1775,28182.3,0  ,90797.3,
32002003111,141 Model estimate for cultivation of Mango the L/O individual beneficiary Under Bhaluka .,3201009002/DP/34040991080,Plantation,Plantation,17-10-2014,0,0,1426,5802.3,0  ,7228.3,
32002003090,67 Model estimate for cultivation of Mango in land of individual benificiary at Bhaluka.,3201009002/DP/34040970662,Plantation,Plantation,12-08-2014,19266,0,2440,0,0  ,21706,
32002003170,Land Develpoment of ciultivating land of individual Benificiary in different areas.Ketab Mondal Amen,3201009002/LD/321002040527760,Land development,Earthen Bunding,11-11-2013,202723,0,14951,0,0  ,217674,
32002003088,72 Model estimate for cultivation of Mango in the Land of Individual Benificiary AT aNANDABAS.,3201009002/DP/34040970658,Plantation,Plantation,12-08-2014,135876,8112,0,0,0  ,143988,
32002003418,63 Land development in Homeland of IBS in differen,3201009002/LD/321002040573126,Land development,Reclamation of Land,12-08-2014,103044,0,6338,0,0  ,109382,
32002003092,70 Model estimate for cultivation of mango in the land of individual benificiary at Bhaluka.,3201009002/DP/34040970663,Plantation,Plantation,12-08-2014,46644,0,2440,0,0  ,49084,
32002003083,50 Model estimate for cultivation of Mango in the land of individual benificiary at Anandabas.,3201009002/DP/34040969348,Plantation,Plantation,24-07-2014,134524,0,8112,0,0  ,142636,
32002003081,57 Model estimate for cultivation of mango in the Land of individual benificiary at Anandabas iii.,3201009002/DP/34040968344,Plantation,Plantation,01-08-2014,77064,0,4564,13262.4,0  ,94890.4,
32002003104,136 (Land) Model estimate for cultivation of Mango in the Land of individual benificary at Bhaluka.,3201009002/DP/34040971475,Plantation,Plantation,25-09-2014,49010,0,0,4144.5,0  ,53154.5,
32002003073,55 Model estimate for cultivation of mango in the land of individual Benificiary at Anandabas iii,3201009002/DP/34040968342,Plantation,Plantation,01-08-2014,54756,0,3296,13262.4,0  ,71314.4,
32002003084,71 Model estimate for cultivation of Mango in the Land of individual benificary.,3201009002/DP/34040969410,Plantation,Plantation,12-08-2014,107991,0,2440,0,0  ,110431,
32002003086,73 Model estimate for cultivation of Mango in the Land of individual benificary.,3201009002/DP/34040969476,Plantation,Plantation,12-08-2014,109512,0,0,0,0  ,109512,
32002003062,52 Model estimate for cultivation of mango in the land of individual Beneficiary at Anandabas .,3201009002/DP/34040967777,Plantation,Plantation,24-07-2014,53742,0,3296,33156,0  ,90194,
32002003016,33 Model estimate for cultivation of papaya in 10 kathas of land under MGNREGA Bhaluka GP.,3201009002/DP/34040962928,Plantation,Plantation,18-07-2014,17238,0,2440,0,0  ,19678,
32002003079,56 Model estimate for cultivation of mango in the Land of individual benificiary at Anandabas iii,3201009002/DP/34040968343,Plantation,Plantation,01-08-2014,74022,0,4563,13262.4,0  ,91847.4,
32002003038,69 Model Estimate for cultivation of Mango in the ,3201009002/DP/34040964881,Plantation,Plantation,12-08-2014,45630,0,11515,13262.4,0  ,70407.4,
32002003183,Land development for individual beneficiary in different Jumat Sekh at Bhaluka GP .,3201009002/LD/321002040527954,Land development,Land Leveling,11-11-2013,126105,0,5437,0,0  ,131542,
32002002995,23 Estimate for roadside Plantation from L/O Sager,3201009002/DP/34040961913,Plantation,Plantation,04-07-2014,10140,0,507,58975,0  ,69622,
32002003100,59 Model estimate for cultivation of Mango in the Land of benificary at Anandabas.,3201009002/DP/34040971204,Plantation,Plantation,01-08-2014,81120,0,10140,0,0  ,91260,
32002002982,31 MODEL ESTIMATE FOR CULTIVATION OF PAPAYA IN 10 ,3201009002/DP/34040961414,Plantation,Plantation,18-07-2014,38532,0,2440,0,0  ,40972,
32002002979,16 REVISED ESTIMATE FOR NURSERY WORK FOR SEEDLING OF MAA GANGA SHG U BHALUKA.,3201009002/DP/34040961410,Nursery,Nursery Raising,12-06-2014,49686,0,22023,0,0  ,71709,
32002003022,38 Estimate for roadside Plantation from L/O Sahadeb Sarkar to Sontospur.,3201009002/DP/34040962931,Plantation,Road/Canal Side Plantation,23-07-2014,39039,0,9381,50250,0  ,98670,
32002002967,22 Estimate for roadside plantation from h/o Sanja,3201009002/DP/34040961026,Road Side Plantation,Plantation,04-07-2014,50700,0,2789,36850,0  ,90339,
32002002987,37 Estimate for roadside plantation fron Bhaluka Panchyat math and from H/O Surab sekh to Santibhus.,3201009002/DP/34040961418,Plantation,Forest Protection,23-07-2014,34814,0,2440,51087.5,0  ,88341.5,
32002002962,24 Estimate for roadside Plantation from H/O Krishna Bag to Satkuliya Gangardhar.,3201009002/DP/34040960011,Road Side Plantation,Plantation,04-07-2014,32617,0,0,36850,0  ,69467,
32002002980,17 REVISED ESTIMATE FOR NURSERY WORK FOR SEEDLING OF SAMRAT SHG UD BHALUKA.,3201009002/DP/34040961413,Nursery,Nursery Raising,12-06-2014,77064,0,3044,0,0  ,80108,
32002002991,21 eSTIMATE FOR ROADSIDE plantation from sluiceGate to Lutharian Bandh and H/O Akher Sekh to Laldhi.,3201009002/DP/34040961906,Plantation,Plantation,04-07-2014,93119,0,5831,107360,0  ,206310,
32002002943,84 Model estimate for plantation cum environment cleaning in Anandabas MSK School.,3201009002/DP/34040951558,Plantation,Plantation,12-12-2013,17576,0,2085,0,0  ,19661,
32002002945,85 Model estimate for plantation cum environment clearning in Santoshpur Pry School.,3201009002/DP/34040951559,Plantation,Plantation,12-12-2013,13858,0,1426,0,0  ,15284,
32002002971,53 Model estimate for cultivated of Mango in the Land of individual Benificiary at Anandabas.,3201009002/DP/34040961403,Plantation,Plantation,24-07-2014,43771,0,0,16578,0  ,60349,
32001997827,143 Model estimete for plantation cum environment cleaning in Santibhushan Girls School (part ii),3201009002/DP/34040951505,Plantation,Land development,03-03-2014,0,0,0,5802.3,0  ,5802.3,
32001997790,139 Model stimate for plantation cum environment cleaning in Anandabas ssk.,3201009002/DP/34040951174,Plantation,Road/Canal Side Plantation,03-03-2014,22984,0,2085,2516,0  ,27585,
32002002940,83 Model estimate for plantation cum environment cleaning in Natunpara pry School.,3201009002/DP/34040951547,Plantation,Plantation,12-12-2013,29866,0,10466,0,0  ,40332,
32001997778,146 Nursery work for preparation of forestry seedi,3201009002/DP/34040951091,Nursery,Forest Protection,03-03-2014,20322,0,1420,0,0  ,21742,
32001997812,141 Model estimate for plantation cum environment cleaning in Bhaluka SSK.,3201009002/DP/34040951188,Plantation,Nursery Raising,03-03-2014,23998,0,659,0,0  ,24657,
32002002951,135 Model estimate for plantation cum environment cleaning in Bhaluka Muslimpara ICDS & Others.,3201009002/DP/34040951563,School Plantation,Plantation,19-02-2014,115089,0,9633.5,0,0  ,124722.5,
32001997764,86 Model Schime for Plantation cum Enviroment clearing in Satkuliya Pry school.,3201009002/DP/34040949587,Plantation,Plantation,12-12-2013,29866,0,1426,0,0  ,31292,
32001997740,88 Model estimate for plantation cum environment clearing in Santibhusan Girls School under MGNREGA.,3201009002/DP/34040941135,Plantation,Afforestation,12-12-2013,39264,0,3455,0,0  ,42719,
32001997786,147 Nursery work for preparation of forestry seeding under maa Ganga SHG un Bhaluka GP. ,3201009002/DP/34040951094,Nursery,Forest Protection,03-03-2014,50418,0,2196,0,0  ,52614,
32001997729,110 MODEL ESTIMATE FOR PLANTATION CUM ENVIROMENT CLEANING ANANDABAS PRY SCHOOL....,3201009002/DP/34040940137,Plantation,Plantation,26-12-2013,14196,0,0,0,0  ,14196,
32002002938,144 Model estimate for plantation cum environment clearning in Jangalbas SSK un Bhaluka.,3201009002/DP/34040951510,Plantation,Plantation,03-03-2014,23998,0,659,2516,0  ,27173,
32001997718,108 MODEL ESTIMATE FOR PLANTATION CUM ENVIROMENT CLEANING ANANDABAS PACHIMPARA PRY SCHOOL....,3201009002/DP/34040940134,Plantation,Plantation,26-12-2013,14196,0,20280,0,0  ,34476,
32002003013,32 Model estimate for cultivation of papaya in 10 ,3201009002/DP/34040961930,Plantation,Plantation,18-07-2014,21632,0,2440,0,0  ,24072,
32001997708,106 MODEL ESTIMATE FOR PLANTATION CUM ENVIROMENT CLEANING IN BHALUKA PACHIM MUSLIMPARA PRY SCHOOL.,3201009002/DP/34040940131,Plantation,Plantation,26-12-2013,29098,0,1426,0,0  ,30524,
32001997694,105 MODEL ESTIMATE FOR PLANTATION CUM ENVIROMENT CLEANING IN JHAUTALA PRY SCHOOL.,3201009002/DP/34040940130,Plantation,Plantation,26-12-2013,17146,0,1426,0,0  ,18572,
32001997715,107 MODEL ESTIMATE FOR PLANTATION CUM ENVIROMENT CLEANING IN SONTOSPUR PRY SCHOOL.,3201009002/DP/34040940132,Plantation,Plantation,26-12-2013,34060,0,2085,0,0  ,36145,
32001997676,Estimate for cultivation of Tissue culture Banana in 5 katha of Land at Bhaluka.,3201009002/DP/34040933664,Banana Plantation,Plantation,22-11-2013,32465,0,0,71280,0  ,103745,
32001997669,Estimate for cultivation of Tissu culture Banana in 5 Katha of Sansad 10.,3201009002/DP/34040933588,Banana Plantation,Plantation,22-11-2013,78671,0,6344,71280,0  ,156295,
32001997660,Model Schime Kitchen Garden of Sontospur pri School.,3201009002/DP/34040929101,Kitchen Garden,Block Plantation in fields-Horticulture-Community,03-10-2013,1661,0,0,0,0  ,1661,
32002003070,54 Model estimate for cultivation of mango in Land of individual Benificiary at Anandabas Sansad iii,3201009002/DP/34040968338,Plantation,Plantation,01-08-2014,69966,0,4056,13262.4,0  ,87284.4,
32001997623,36 Estimate for cultivation of Tissue Culture Banana in 5 cottah of land beneficiary under Bhaluka,3201009002/DP/34040925655,Banana Plantation,Afforestation,03-09-2013,73084,0,4304,71000,0  ,148388,
32001997652,Model Schime for kitchen Garden of Anandabas Madrsha.,3201009002/DP/34040929090,Kitchen Garden,Nursery Raising,03-10-2013,0,0,2535,0,0  ,2535,
32001997686,Estimate for cultivation of Tissu culture Banan in 5 cottah land under Bhaluka GP.,3201009002/DP/34040933667,Banana Plantation,Plantation,22-11-2013,34730,0,0,71280,0  ,106010,
32001997607,32 Estimate for cultivation of Tissue Culture Banna 5 cottah of land beneficiary un Bhal GP.phas,3201009002/DP/34040925650,Banana Plantation,Afforestation,03-09-2013,33673,0,1586,42600,0  ,77859,
32001997613,Estimate for cultivation of Tissue Culture Banna in 5 cottah of land beneficiary (33),3201009002/DP/34040925652,Banana Plantation,Plantation,03-09-2013,70064,0,4305,71000,0  ,145369,
32001997638,Model Schime for Kitchen Garden in MGNREGA of Satkuliya Pri School.,3201009002/DP/34040929075,Kitchen Garden,Block Plantation in fields-Horticulture-Community,03-10-2013,3624,0,0,0,0  ,3624,
32001997553,Road Side plantation from H/O Prankrishna Goswami to H/O Jahar Debnath under Bhaluka.,3201009002/DP/34040923736,Plantation,Plantation,22-08-2013,33673,0,1587,36750,0  ,72010,
32001997546,Road side plantation from H/O Krishna Bag to Bank side of Ganga under Bhaluka G.P.,3201009002/DP/34040923735,Plantation,Plantation,22-08-2013,24462,0,1359,22500,0  ,48321,
32001997537,Road side plantation from Pagla Bandh to Santoshpur Primary School under Bhaluka G.P.,3201009002/DP/34040923734,Plantation,Plantation,22-08-2013,78973,0,4984,75000,0  ,158957,
32001997589,31 Estimate for cultivation of Tissue Culture Banana in 5 Cottah of Land Beneficiary under Bhaluaka.,3201009002/DP/34040925641,Banana Plantation,Plantation,03-09-2013,0,0,0,71000,0  ,71000,
32001997557,Road side plantation from H/O Sanjay Ghosh to Jangalbas Battala  under Bhaluka GP.,3201009002/DP/34040924497,Plantation,Plantation,03-09-2013,30653,0,1812,36000,0  ,68465,
32001997724,109 MODEL ESTIMATE FOR PLANTATION CUM ENVIROMENT CLEANING BANAGRAM PRY SCHOOL....,3201009002/DP/34040940136,Plantation,Plantation,26-12-2013,14196,0,0,0,0  ,14196,
32001997479,18ESTIMATE FOR CULTIVATION OF TISSUE CULTURE IN 5 KATHAS LAND UNDER BHALUKA GP.,3201009002/DP/34040923272,Land Development,Plantation,16-08-2013,21442,0,2492,62480,0  ,86414,
32001997489,19 ESTIMATE FOR CULTIVATION OF TISSUE CULTURE BANANA IN 5 COTTAH OF LAND BENEFICIARY UNDER BHALUKA.,3201009002/DP/34040923288,Land Development,Plantation,16-08-2013,17214,0,1813,62480,0  ,81507,
32001997385,Road side plantation at Lutharian bandh and from t,3201009002/DP/34040921473,Plantation,Plantation,04-07-2013,67799,0,9002,135600,0  ,212401,
32001984561,Construction of IAY House -IAY REG. NO. WB-01-009-002-003/1037,3201009002/IF/IAY/753302,IAY,IAY Houses,28-07-2015,15660,0,0,0,0  ,15660,
32001984546,Construction of IAY House -IAY REG. NO. WB-01-009-002-008/2963,3201009002/IF/IAY/753184,IAY,IAY Houses,28-07-2015,15660,0,0,0,0  ,15660,
32001984573,Construction of IAY House -IAY REG. NO. WB-01-009-002-009/4048,3201009002/IF/IAY/753304,IAY,IAY Houses,28-07-2015,15660,0,0,0,0  ,15660,
32001984470,Construction of IAY House -IAY REG. NO. WB-01-009-002-003/1267,3201009002/IF/IAY/753182,iay,IAY Houses,28-07-2015,15660,0,0,0,0  ,15660,
32001984521,Construction of IAY House -IAY REG. NO. WB-01-009-002-005/1474,3201009002/IF/IAY/753183,IAY,IAY Houses,28-07-2015,15660,0,0,0,0  ,15660,
32001795483,Const. of Jhama Bats road from the H/O Pacha Mayara o H/O Naba Mistri at Bhaluka.,3201009002/RC/8-25/09-10,Rural Connectivity,Earthern road,11-03-2010,0,0,0,58295.1,0  ,58295.1,
32001795491,Const.of Brick flat soiling road from H/O Santi Biswas to H/O Makhan Sarkar at Bhaluka .,3201009002/RC/9-16/10-11,Rural Connectivity,Earthern road,16-12-2010,11570,0,0,70537.5,0  ,82107.5,
32001795462,E/O on road embankment from the H/O Fakir Biswas to Bhaluka Bill Via H/O Kudurali Sk at Bhaluka.,3201009002/RC/7-17/10-11,Rural Connectivity,Earthern road,16-12-2010,66154,0,4789,0,0  ,70943,
32001795467,Earth work on damage pagla Bundh .,3201009002/RC/8/10/09-10,Rural Connectivity,Earthern road,06-07-2009,85567.25,0,0,95795,0  ,181362.25,
32001795453,Earth Work on road from the house of plan haldar to Bhaluka Bill at Bhaluka.,3201009002/RC/7-07/09-10,Rural Connectivity,Earthern road,22-06-2009,47138.92,0,0,0,0  ,47138.92,
32001795448,Earth work for road embankment from Bhaluka Puratan Masjit.,3201009002/RC/7/04/08-09,Rural Connectivity,Earthern road,12-01-2009,48014.96,0,0,0,0  ,48014.96,
32001795435,Const. of Jhama Bats road with culvert from the H/O Hazari Sardar to Deeptubewell at Anandabas.,3201009002/RC/3-24/09-10,Rural Connectivity,Earthern road,11-03-2010,12300,0,300,81189.2,0  ,93789.2,
32001795429,320 Construction of Jhama Bats road from h/o Badal Dhara to h/o Hazratala at Bhaluka.,3201009002/RC/320201060249604,Rural Connectivity,Kharanja (Brick/Stone),13-03-2015,15210,0,14703,160918.3,0  ,190831.3,
32001795443,Estimate for Earth Work from Janglebas Battala to Barwaritala to the H/O Rani Gosh at Jangalbas .,3201009002/RC/5-22/09-10,Rural Connectivity,Earthern road,31-12-2009,25438,0,0,0,0  ,25438,
32001795417,317 Constration of concrete road from H/O Sankar Roy to H/O Barun Roy at Bhaluka.,3201009002/RC/320201060249562,Rural Connectivity,Cement concrete,13-03-2015,12168,14956,9971,200126,0  ,237221,
32001795386,195 Earthwork in road embankment from L/O Nantu Das to L/O Nimai Das at Jhautala under MGNREGA.,3201009002/RC/320201060247450,Rural Connectivity,Earthern road,17-11-2014,314581,0,20027,0,0  ,334608,
32001997406,Road side plantation from the Bamboo Grove of Niku Sekh to the land of Annechhadi Sekh at Anandabas.,3201009002/DP/34040922005,Plantation,Plantation,05-07-2013,35032,0,2039,60900,0  ,97971,
32001795374,108 Earth work in road embankment from H/o Uday Sa,3201009002/RC/320201060202762,Rural Connectivity,Earthern road,18-08-2014,261734,0,0,28692,0  ,290426,
32001997499,20 ESTIMATE FOR CULTIVATION OF TISSUE CULTURE BANANA .,3201009002/DP/34040923294,Banana Plantation,Plantation,16-08-2013,21140,0,1133,73840,0  ,96113,
32001795366,60 Earthwork in road embankment from H/O Dhukiram Ghosh to H/O Bablu Ghosh & H/O Provat Ghosh to H/O,3201009002/RC/320201060201885,Rural Connectivity,Mitti Murram Road,04-08-2014,51429,0,3296,0,0  ,54725,
32001795402,197 Construction of concrete road from H/O Sankar Das to H/O Kolonipara at Bhaluka un NREGA.,3201009002/RC/320201060248232,Rural Connectivity,Cement concrete,24-12-2014,15717,0,1774,295923.8,0  ,313414.8,
32001795190,9 Earth work in road embankment from H/O Kashinath Mondal to S/O Nousad Sekh at Anandabas.,3201009002/RC/320201060196943,Rural Connectivity,Earthern road,06-06-2014,71456,0,4564,0,0  ,76020,
32001795211,7 Earth in work in road embankment from L/O Shakti Ghosh to Culvert of Lutharian Bandh at Anandabs. ,3201009002/RC/320201060200627,Rural Connectivity,Earthern road,06-06-2014,219999,0,13943,0,0  ,233942,
32001997513,22 ESTIMATE FOR CULTIVATION OF TISSUE CULTURE BANANA IN 5 COTTAH OF LAND BENEFICIARY UNDER BHALUKA.,3201009002/DP/34040923300,Banana Plantation,Plantation,16-08-2013,18120,0,1133,56800,0  ,76053,
32001795162,3 Earth work in road embankment from h/o Nabakumar Sarkar to Sontospur Baroaritala at sontospur.,3201009002/RC/320201060195495,Rural Connectivity,Earthern road,30-05-2014,114969,0,1940,0,0  ,116909,
32001795380,118 Earth work in road embankment  from H/O Dhannajay Santra  to Sluice gate at Natunpara.,3201009002/RC/320201060203852,Rural Connectivity,Earthern road,18-08-2014,202058,0,0,0,0  ,202058,
32001795182,6 Earth work in road embankment from L/O Shakti Ghosh to culvart of Lutharian bandhat Anandabas.,3201009002/RC/320201060196107,Rural Connectivity,Earthern road,06-06-2014,218821,9887,3549,0,0  ,232257,
32001795156,2 Earthwork in road embankment from h/o Biswasnath rudra to h/o Somnath roy at Sontospur un Bhaluka ,3201009002/RC/320201060195477,Rural Connectivity,Earthern road,30-05-2014,50292,0,3043,0,0  ,53335,
32001795150,1 Earthwork road embankment from H/O Sannashi Ghosh to H/O Mohan Ghosh & H/O Utpal Ghosh to H/O Jag,3201009002/RC/320201060195475,Rural Connectivity,Earthern road,31-05-2014,41638,0,6086,0,0  ,47724,
32001795051,8 (128) Revised estimate of earth work in road embankment from S/O Ajit Biswas to H/O Rani Ghosh .,3201009002/RC/320201060180992,Rural Connectivity,Earthern road,06-06-2014,225622,0,12423,0,0  ,238045,
32001795044,145 Earth work in road embankment from h/o Monajat khan to h/o Dinesh Sarkar h/o Jaker Sekh Bhaluka ,3201009002/RC/320201060180912,Rural Connectivity,Earthern road,03-03-2014,11310,0,0,0,0  ,11310,
32001795174,12 Earth work in road embankment from H/O Sahajul Mondal to H/O Sobur Sekh at Anandabas.,3201009002/RC/320201060196105,Rural Connectivity,Earthern road,06-06-2014,54921,0,3549,0,0  ,58470,
32001795034,129 Earth work in road embankment from H/O Chalam Sekh to H/O Cholim Sekh at Anandabas.,3201009002/RC/320201060167893,Rural Connectivity,Earthern road,09-01-2014,69993,0,3625,0,0  ,73618,
32001794998,124 Earth work in embankment from h/o Shyam sunder pal to Bhaluka Beel un Bhaluka.,3201009002/RC/320201060155042,Rural Connectivity,Earthern road,09-01-2014,57220,0,3624,0,0  ,60844,
32001795012,132 Earth work in road embankment from L/O Duda Sk to Pacca rasta L/O Mouala sk at Anandabas.,3201009002/RC/320201060157999,Rural Connectivity,Earthern road,30-01-2014,273780,0,15177,0,0  ,288957,
32001794993,125 Earth work in road embankment from h/o Mahade Sil to Pacca rasta un Bhaluka gp.,3201009002/RC/320201060155021,Rural Connectivity,Earthern road,09-01-2014,97825,0,5663,0,0  ,103488,
32001794975,113 Earth Work in road from Jangalbas Baroaritala to h/o Narayan Ghosh  Bhaluka GP.,3201009002/RC/320201060153794,Rural Connectivity,Earthern road,26-12-2013,49491,0,3171,0,0  ,52662,
32001795039,126Earth work in road embankment from H/O Answer Mondal Shalow Machine to Jakir Mondal at Anandabas.,3201009002/RC/320201060175675,Rural Connectivity,Earthern road,09-01-2014,51423,0,3171,0,0  ,54594,
32001794885,Earth work in road embankment from the h/o Monajat Khan to h/o Dinsh sarkar & h/o Jaker sekh to Bhal,3201009002/RC/320201060145509,Rural Connectivity,Earthern road,11-11-2013,96311,0,8608,0,0  ,104919,
32001794983,123 Earth work in road embankment from Pacca Rasta to H/O Manik Sarkar .,3201009002/RC/320201060154759,Rural Connectivity,Earthern road,09-01-2014,111129,0,6795,0,0  ,117924,
32001794857,Earth work in road embankment from pacca rasta to H/o Bhajan Chandra at Bhaluka.,3201009002/RC/320201060143073,Rural Connectivity,Earthern road,11-11-2013,170065,0,10873,0,0  ,180938,
32001794869,Earth work in road from H/O Krishna Bag to Satkuliya More (Ganga Dhar).Bhaluka GP ,3201009002/RC/320201060143686,Rural Connectivity,Earthern road,22-10-2013,145398,0,0,0,0  ,145398,
32001794850,Earth work in embankment from the S/O Uday Santra to H/O Krishnagar Bag at Bhaluka Natunpara.,3201009002/RC/320201060142909,Rural Connectivity,Earthern road,22-10-2013,133533,0,8381,0,0  ,141914,
32001794920,Earth work in road from the L/O Halim Mondal to L/O Sufal Ghosh at Anandabas.,3201009002/RC/320201060145511,Rural Connectivity,Earthern road,11-11-2013,90411,0,5664,0,0  ,96075,
32001794835,Earth work in road embankment from the H/O Chhalam Sekh to Jumat kula & Babu sk to Hassen sk at Anan,3201009002/RC/320201060141351,Rural Connectivity,Earthern road,22-10-2013,133180,0,9061,0,0  ,142241,
32001794845,Earth work in road embankment from the L/O Golam Sekh to L/O Namaj Biswas at Anandabas.,3201009002/RC/320201060141862,Rural Connectivity,Earthern road,22-10-2013,27894,0,1812,0,0  ,29706,
32001794793,Earth work in embankment from H/O Bifal Nandi to H/O Debesh Mondalto rabin sarkar .,3201009002/RC/320201060140122,Rural Connectivity,Earthern road,03-10-2013,77275,0,0,0,0  ,77275,
32001794829,Earth work in road embankment from the H/O Saheb Sekh to L/O Mannan Sekh at Anandabas.,3201009002/RC/320201060141230,Rural Connectivity,Earthern road,22-10-2013,143113,0,9061,0,0  ,152174,
32002003132,151 Model estimate for cultivation of Mango in the Land of individual benificiary under Bhaluka,3201009002/DP/34040991885,Plantation,Plantation,17-10-2014,0,0,0,14091.3,0  ,14091.3,
32001794696,Earth work in embankment from the h/o Nantu Das to L/O Anil Bhakta  under Bhaluka GP.,3201009002/RC/320201060139829,Rural Connectivity,Earthern road,03-10-2013,292216,0,18801,0,0  ,311017,
32001997746,89 Model estimate for plantation cum environment clearing in Bhaluka High School .,3201009002/DP/34040941142,Plantation,Afforestation,12-12-2013,31584,0,0,0,0  ,31584,
32001794647,EARTH WORK IN IMBANKMENT FROM THE L/O SAMSUR MONDAL TO L/O ASGAR MONDAL AT ANANDABAS .,3201009002/RC/320201060136738,Rural Connectivity,Earthern road,19-08-2013,234851,0,20388,0,0  ,255239,
32001794688,Earth work in road embankment from the garden of Kader Mondal to Kitab Mondal Machine ghar at Ananda,3201009002/RC/320201060137428,Rural Connectivity,Earthern road,03-09-2013,130402,0,12232,0,0  ,142634,
32001794502,Jhama metal road from H/O Khetu boddi to h/o Kita Mondal at Anandabas.,3201009002/RC/320201060135881,Rural Connectivity,Metal First coat,05-07-2013,0,0,453,39635,0  ,40088,
32001794507,Construction of jhama bats road from the Jangalbas Barwaritala to Jangalbas SSK.,3201009002/RC/320201060135886,Rural Connectivity,Metal First coat,05-07-2013,4228,0,227,43851,0  ,48306,
32001794481,Construction of Jhama Metal road from the H/O Madh,3201009002/RC/320201060135870,Rural Connectivity,Metal First coat,05-07-2013,8758,0,453,25768,0  ,34979,
32001794493,Construction of jhama metal road from H/O Nurhack sk to H/O Akbar Sk at Anandabas.,3201009002/RC/320201060135877,Rural Connectivity,Metal First coat,05-07-2013,8758,0,454,25440,0  ,34652,
32001794684,EARTH WORK IN ROAD EMBANKMENT FROM THE L/O ANECHHADI SEKH TO L/O BAMBOO GROVE NIKU SK AT ANANDABAS .,3201009002/RC/320201060136742,Rural Connectivity,Earthern road,19-08-2013,293551,0,18348,0,0  ,311899,
32001794070,E/W from Banagram Tematha to Chimtala &E/W from Banagram Barwari to Ghat.&E/W Abu sk to Battala .,3201009002/RC/3-11/09-10,Rural Connectivity,Earthern road,06-07-2009,48135,0,0,0,0  ,48135,
32001794712,Earth work embankment from the H/O Hajrat Sk to h/O ihhanabi sk.,3201009002/RC/320201060140119,Rural Connectivity,Earthern road,03-10-2013,52363,0,3398,0,0  ,55761,
32001794032,Repairing of jhama Bats Road from the S/O Jamdel sk to Laldhighi at Anandabas .,3201009002/RC/2-14/10-11,Rural Connectivity,Earthern road,30-08-2010,15600,0,0,87004.1,0  ,102604.1,
32001794818,Earth work in road embankment from the L/O Owahab Mondal to L/O Chhuban Sekh at Anandabas.,3201009002/RC/320201060141203,Rural Connectivity,Earthern road,22-10-2013,187013,0,11099,0,0  ,198112,
32001794057,Earth Work on Bandh from near the land of mulam sk.,3201009002/RC/3-09/09-10,Rural Connectivity,Earthern road,22-06-2009,34622,0,0,0,0  ,34622,
32001794025,Earth Work from the land of Pachu sk on Damage Lutherion Bundh in Anandabas Charer math.,3201009002/RC/2-08/09-10,Rural Connectivity,Earthern road,22-06-2009,47600,0,0,0,0  ,47600,
32001793964,Earth Work in Lutharion Bandh from the L/O Usman sk to L/O of Panai Biswas at Anandabas .,3201009002/RC/1-17/09-10,Rural Connectivity,Earthern road,23-11-2009,285973,0,3150,0,0  ,289123,
32001793982,Const of Jhama Bats Road from the shop of Madan Sadhukhan to H/O Membar Sk. at Anandabas,3201009002/RC/1-26/09-10,Rural Connectivity,Earthern road,11-03-2010,22000,0,600,149490.1,0  ,172090.1,
32001793951,E/O from the H/O Akher Sekh to Laldhighi at Anandabas .APP No-02/10-11.,3201009002/RC/1-15/10-11,Rural Connectivity,Earthern road,03-11-2010,138626,0,5415,0,0  ,144041,
