scheme_code,completion_date,scheme_name,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3214003009/IF/IAY/4694865,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5188310 ,19380,0,19920,0,07-07-2020,19920,0,0,0,0  ,19920,
3214003009/IF/IAY/2076798,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1807760 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2076089,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4209968 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2076167,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2772611 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2907086,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2957865 ,19380,0,18600,0,10-10-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/2076041,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4323744 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2075808,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2580135 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/4694864,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3994296 ,19380,0,19308,0,15-06-2020,19308,0,0,0,0  ,19308,
3214003009/IF/IAY/2076738,01-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3760799 ,18145,0,8404,0,20-01-2018,8404,0,0,0,0  ,8404,
3214003009/IF/IAY/4673449,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2613295 ,19380,0,19920,0,27-01-2021,19920,0,0,0,0  ,19920,
3214003009/IF/IAY/2076409,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4375409 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/1302832,01-10-2018,Construction of IAY House -IAY REG. NO. WB5651157 ,17100,0,16795,0,28-03-2017,16795,0,0,0,0  ,16795,
3214003009/IF/IAY/4660214,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5479427 ,19380,0,19920,0,20-01-2021,19920,0,0,0,0  ,19920,
3214003009/IF/IAY/4629636,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5525078 ,19380,0,19281,0,25-12-2020,19281,0,0,0,0  ,19281,
3214003009/IF/IAY/4629634,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5482433 ,19380,0,19920,0,25-12-2020,19920,0,0,0,0  ,19920,
3214003009/IF/IAY/4629629,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2885631 ,19380,0,14412,0,25-12-2020,14412,0,0,0,0  ,14412,
3214003009/IF/IAY/4629628,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2632125 ,19380,0,18222,0,25-12-2020,18222,0,0,0,0  ,18222,
3214003009/IF/IAY/4629637,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5685048 ,19380,0,19038,0,25-12-2020,19038,0,0,0,0  ,19038,
3214003009/IF/IAY/2907065,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3546716 ,19380,0,18964,0,10-10-2019,18964,0,0,0,0  ,18964,
3214003009/IF/IAY/2907069,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4353577 ,19380,0,18743,0,10-10-2019,18743,0,0,0,0  ,18743,
3214003009/IF/IAY/4629638,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5780026 ,19380,0,19650,0,30-12-2020,19650,0,0,0,0  ,19650,
3214003009/IF/IAY/4629633,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5128558 ,19380,0,19038,0,25-12-2020,19038,0,0,0,0  ,19038,
3214003009/IF/IAY/2076576,13-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4191930 ,18145,0,11078,0,20-01-2018,11078,0,0,0,0  ,11078,
3214003009/IF/IAY/2076311,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4063616 ,18145,0,17190,0,30-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2655970,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3992380 ,19380,0,18600,0,24-09-2019,18600,0,0,0,0  ,18600,
3214003009/IF/IAY/1301640,01-10-2018,Construction of IAY House -IAY REG. NO. WB5574577 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1301628,01-10-2018,Construction of IAY House -IAY REG. NO. WB5573937 ,17100,0,16380,0,28-03-2017,16380,0,0,0,0  ,16380,
3214003009/IF/IAY/2907042,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3831392 ,19380,0,18548,0,10-10-2019,18548,0,0,0,0  ,18548,
3214003009/IF/IAY/1301187,01-10-2018,Construction of IAY House -IAY REG. NO. WB5548438 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1301191,01-10-2018,Construction of IAY House -IAY REG. NO. WB5548477 ,17100,0,17221,0,24-02-2017,17221,0,0,0,0  ,17221,
3214003009/IF/IAY/1301158,01-10-2018,Construction of IAY House -IAY REG. NO. WB5546813 ,17100,0,17100,0,04-04-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/2075840,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4185493 ,18145,0,17190,0,30-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/1300414,01-10-2018,Construction of IAY House -IAY REG. NO. WB5496807 ,17100,0,17100,0,28-03-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/1299288,01-10-2018,Construction of IAY House -IAY REG. NO. WB5434187 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/2655971,20-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1410262 ,19380,0,18288,0,24-09-2019,18288,0,0,0,0  ,18288,
3214003009/IF/IAY/1300905,01-10-2018,Construction of IAY House -IAY REG. NO. WB5531422 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/2655972,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5682654 ,19380,0,19198,0,24-09-2019,19198,0,0,0,0  ,19198,
3214003009/IF/34041030339,16-07-2018,Construction of IAY house of Prasanna Pal  ,16720,528,12496,528,02-12-2015,12496,0,528,0,0  ,13024,
3214003009/IF/IAY/2907038,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4339415 ,18145,0,18496,0,24-09-2019,18496,0,0,0,0  ,18496,
3214003009/IF/34041030344,16-07-2018,Construction of IAY house of Bhagirath Paramanik  ,16720,528,16368,528,02-12-2015,16368,0,528,0,0  ,16896,
3214003009/IF/IAY/2075791,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3997057 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/34041030346,16-07-2018,Construction of IAY house of Anadi Prasad Paramanik  ,16720,528,16368,528,02-12-2015,16368,0,528,0,0  ,16896,
3214003009/IF/IAY/2075723,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3819424 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2075771,01-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4629804 ,18145,0,8404,0,20-01-2018,8404,0,0,0,0  ,8404,
3214003009/IF/IAY/2075802,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4443631 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2075665,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2615771 ,18145,0,17954,0,20-01-2018,17954,0,0,0,0  ,17954,
3214003009/IF/IAY/2075463,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2689502 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2907060,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4337067 ,19380,0,18756,0,10-10-2019,18756,0,0,0,0  ,18756,
3214003009/IF/IAY/2075250,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4191756 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2073858,26-08-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5476098 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2075432,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4193473 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/1300134,01-10-2018,Construction of IAY House -IAY REG. NO. WB5485554 ,17100,0,17100,0,24-02-2017,17100,0,0,0,0  ,17100,
3214003009/IF/IAY/2073775,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5519901 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/4629627,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1132963 ,19380,0,19650,0,25-12-2020,19650,0,0,0,0  ,19650,
3214003009/IF/IAY/2075705,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4811848 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/4629029,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4049252 ,19380,0,19650,0,22-12-2020,19650,0,0,0,0  ,19650,
3214003009/IF/IAY/4628871,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5408455 ,19380,0,19920,0,15-06-2020,19920,0,0,0,0  ,19920,
3214003009/IF/IAY/4629028,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3267010 ,19380,0,18426,0,22-12-2020,18426,0,0,0,0  ,18426,
3214003009/IF/IAY/4629027,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1735703 ,19380,0,18426,0,22-12-2020,18426,0,0,0,0  ,18426,
3214003009/IF/IAY/4620112,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3261639 ,19380,0,18426,0,24-09-2019,18426,0,0,0,0  ,18426,
3214003009/IF/IAY/4459081,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4530033 ,19380,0,16044,0,07-07-2020,16044,0,0,0,0  ,16044,
3214003009/IF/IAY/4629616,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5669504 ,19380,0,19038,0,07-07-2020,19038,0,0,0,0  ,19038,
3214003009/IF/IAY/2655962,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3675110 ,19380,0,18808,0,24-09-2019,18808,0,0,0,0  ,18808,
3214003009/IF/IAY/2655959,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2918760 ,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003009/IF/IAY/2655957,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1219100 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/4629635,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5485654 ,19380,0,18222,0,25-12-2020,18222,0,0,0,0  ,18222,
3214003009/IF/IAY/4629286,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2289493 ,19380,0,18492,0,01-01-2021,18492,0,0,0,0  ,18492,
3214003009/IF/IAY/2655956,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5573677 ,19380,0,18444,0,24-09-2019,18444,0,0,0,0  ,18444,
3214003009/IF/34041030280,16-07-2018,Construction of IAY house of Bedani Mahili  ,16720,528,16368,528,02-12-2015,16368,0,528,0,0  ,16896,
3214003009/IF/34041030336,16-07-2018,Construction of IAY house of Satish Gorai  ,16720,528,16368,528,02-12-2015,16368,0,528,0,0  ,16896,
3214003009/IF/34041030237,16-07-2018,Construction of IAY house of Ramu Karmakar  ,16720,528,15488,528,02-12-2015,15488,0,528,0,0  ,16016,
3214003009/IF/34041030207,16-07-2018,Construction of IAY house of Shitala Rajoar  ,16720,528,15488,528,02-12-2015,15488,0,528,0,0  ,16016,
3214003009/IF/34041029306,16-07-2018,Construction of IAY house of Samir Sahis  ,16720,528,14784,528,02-12-2015,14784,0,528,0,0  ,15312,
3214003009/IF/34041029277,16-07-2018,Construction of IAY house of Ainul Ansari  ,16720,528,16368,528,02-12-2015,16368,0,528,0,0  ,16896,
3214003009/IF/34041030332,16-07-2018,Construction of IAY house of Sunil Kr. Pal  ,16720,528,16368,528,02-12-2015,16368,0,528,0,0  ,16896,
3214003009/IF/IAY/2655965,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5576363 ,19380,0,18782,0,24-09-2019,18782,0,0,0,0  ,18782,
3214003009/IF/34041030278,16-07-2018,Construction of IAY house of Idris Ansari  ,16720,528,15488,0,02-12-2015,15488,0,0,0,0  ,15488,
3214003009/IF/34041027434,16-07-2018,Construction of IAY house of Kaliman Bibi  ,16720,528,11440,528,21-01-2016,11440,0,528,0,0  ,11968,
3214003009/IF/34041027623,16-07-2018,Construction of IAY of Naba Kishor Rajowar  ,16720,528,13784,0,02-12-2015,13784,0,0,0,0  ,13784,
3214003009/IF/34041029273,16-07-2018,Construction of IAY house of Subhas Sahis  ,16720,528,15488,528,02-12-2015,15488,0,528,0,0  ,16016,
3214003009/IF/34041029275,16-07-2018,Construction of IAY house of Shyam Sing Sardar  ,16720,528,15488,528,02-12-2015,15488,0,528,0,0  ,16016,
3214003009/IF/34040991377,16-07-2018,Construction of IAY House of Jagannath Sahis ,16720,528,16368,528,21-01-2016,16368,0,528,0,0  ,16896,
3214003009/IF/34041030342,16-07-2018,C0nstruction of IAY house of Kiriti Paramanik  ,16720,528,16368,528,02-12-2015,16368,0,528,0,0  ,16896,
3214003009/IF/IAY/2070862,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5637534 ,18145,0,17190,0,28-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/22012034290156,16-07-2018,Construction of IAY house of Bharat Ch Mudi  ,16720,528,16368,528,21-01-2016,16368,0,528,0,0  ,16896,
3214003009/IF/IAY/2070485,03-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4114951 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/2075372,01-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4636425 ,18145,0,8404,0,20-01-2018,8404,0,0,0,0  ,8404,
3214003009/IF/IAY/2070301,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4937110 ,18145,0,17190,0,28-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/4459663,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2052556 ,19380,0,16938,0,11-10-2020,16938,0,0,0,0  ,16938,
3214003009/IF/IAY/2072901,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5527251 ,18145,0,16426,0,20-01-2018,16426,0,0,0,0  ,16426,
3214003009/IF/IAY/4616129,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5066974 ,19380,0,19920,0,25-12-2020,19920,0,0,0,0  ,19920,
3214003009/IF/IAY/2064902,15-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5203623 ,18145,0,14516,0,26-01-2018,14516,0,0,0,0  ,14516,
3214003009/IF/IAY/2066055,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5181647 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/4456964,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1455175 ,19380,0,19920,0,07-07-2020,19920,0,0,0,0  ,19920,
3214003009/IF/IAY/4457088,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1057518 ,19380,0,19920,0,07-07-2020,19920,0,0,0,0  ,19920,
3214003009/IF/IAY/2069608,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5180273 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/4441728,31-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5479595 ,19380,0,15774,0,05-06-2020,15774,0,0,0,0  ,15774,
3214003009/IF/IAY/2070551,30-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5496815 ,18145,0,8786,0,20-01-2018,8786,0,0,0,0  ,8786,
3214003009/IF/IAY/2065198,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5143223 ,18145,0,17190,0,20-01-2018,17190,0,0,0,0  ,17190,
3214003009/IF/IAY/4194658,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3201339 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4383707,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2896408 ,19380,0,18492,0,11-10-2020,18492,0,0,0,0  ,18492,
3214003009/IF/IAY/4386587,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1120679 ,19380,0,19920,0,07-07-2020,19920,0,0,0,0  ,19920,
3214003009/IF/IAY/4194567,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4360140 ,19380,0,19803,0,07-07-2020,19803,0,0,0,0  ,19803,
3214003009/IF/IAY/4194355,03-06-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3393592 ,19380,0,19380,0,07-07-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/4194737,29-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2615955 ,19380,0,19569,0,07-07-2020,19569,0,0,0,0  ,19569,
3214003009/IF/IAY/4194328,11-07-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4530444 ,19380,0,19380,0,27-05-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2070895,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5480688 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2073563,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5570369 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2068778,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5496823 ,18145,0,16808,0,28-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2655939,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5576137 ,19380,0,18288,0,24-09-2019,18288,0,0,0,0  ,18288,
3214003009/IF/IAY/2655934,27-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5648943 ,19380,0,18639,0,24-09-2019,18639,0,0,0,0  ,18639,
3214003009/IF/IAY/4194205,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5565030 ,19380,0,19659,0,07-07-2020,19659,0,0,0,0  ,19659,
3214003009/IF/IAY/2655921,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5629435 ,19380,0,18626,0,24-09-2019,18626,0,0,0,0  ,18626,
3214003009/IF/IAY/2655929,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1892157 ,19380,0,18392,0,24-09-2019,18392,0,0,0,0  ,18392,
3214003009/IF/IAY/2655920,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1699536 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/4193695,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3090607 ,19380,0,19380,0,15-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2655914,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3144468 ,19380,0,18236,0,24-09-2019,18236,0,0,0,0  ,18236,
3214003009/IF/IAY/2655912,19-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1446836 ,19380,0,18808,0,24-09-2019,18808,0,0,0,0  ,18808,
3214003009/IF/IAY/4193698,07-12-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1295786 ,19380,0,13056,0,07-07-2020,13056,0,0,0,0  ,13056,
3214003009/IF/IAY/2655896,27-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2839667 ,19380,0,18292,0,24-09-2019,18292,0,0,0,0  ,18292,
3214003009/IF/IAY/2655899,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2883799 ,18145,0,19107,0,24-09-2019,19107,0,0,0,0  ,19107,
3214003009/IF/IAY/2655910,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1386270 ,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003009/IF/IAY/2655891,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1353119 ,19380,0,18288,0,24-09-2019,18288,0,0,0,0  ,18288,
3214003009/IF/IAY/2655879,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1308286 ,19380,0,18184,0,24-09-2019,18184,0,0,0,0  ,18184,
3214003009/IF/22012034290144,16-07-2018,Construction of IAY house of Badani Hansda  ,16720,528,13636,528,21-01-2016,13636,0,528,0,0  ,14164,
3214003009/IF/22012034290139,16-07-2018,Construction of IAY house of Gunji Garain  ,16720,528,12320,528,21-01-2016,12320,0,528,0,0  ,12848,
3214003009/IF/IAY/4194505,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3497565 ,19380,0,19803,0,07-07-2020,19803,0,0,0,0  ,19803,
3214003009/IF/22012034290126,16-07-2018,Construction of IAY house of Binata Sahis  ,16720,528,15840,0,21-01-2016,15840,0,0,0,0  ,15840,
3214003009/IF/IAY/2655906,19-05-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2958413 ,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003009/IF/22012034290129,16-07-2018,Construction of IAY house of Bhikshakar Mahato  ,16720,528,16696,528,21-01-2016,16696,0,528,0,0  ,17224,
3214003009/IF/IAY/4194029,29-09-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2907810 ,19380,0,20208,0,07-07-2020,20208,0,0,0,0  ,20208,
3214003009/IF/22012034288104,16-07-2018,Construction of IAY house of Anil Mandal  ,16720,528,17776,528,21-01-2016,17776,0,528,0,0  ,18304,
3214003009/IF/22012034290133,16-07-2018,Construction of IAY house of Thakurdas Karmakar  ,16720,528,15008,1056,21-01-2016,15008,0,1056,0,0  ,16064,
3214003009/IF/22012034288098,16-07-2018,Construction of IAY house of Fakir Paramanik  ,16720,528,16368,528,21-01-2016,16368,0,528,0,0  ,16896,
3214003009/IF/22012034288100,16-07-2018,Construction of IAY house of Dharani Paramanik  ,16720,528,16368,528,21-01-2016,16368,0,528,0,0  ,16896,
3214003009/IF/22012034288097,16-07-2018,Construction of IAY house of Ganesh Mandal  ,16720,528,15136,528,21-01-2016,15136,0,528,0,0  ,15664,
3214003009/IF/22012034290106,16-07-2018,Construction of IAY house of Sisir Singha Majhi  ,16720,528,16748,528,21-01-2016,16748,0,528,0,0  ,17276,
3214003009/IF/22012034288102,16-07-2018,Construction of IAY house of Arup kr. Paramanik  ,16720,528,16368,528,21-01-2016,16368,0,528,0,0  ,16896,
3214003009/IF/22012034286155,16-07-2018,Construction of IAY house of Basudeb Rajwar  ,16720,528,16368,528,21-01-2016,16368,0,528,0,0  ,16896,
3214003009/IF/22012034286095,16-07-2018,Construction of IAY house of Dukhu Sahis  ,16720,528,15840,0,21-01-2016,15840,0,0,0,0  ,15840,
3214003009/IF/IAY/2063664,04-07-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5235456 ,18145,0,14134,0,20-01-2018,14134,0,0,0,0  ,14134,
3214003009/IF/IAY/4194632,25-10-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4386657 ,19380,0,19803,0,07-07-2020,19803,0,0,0,0  ,19803,
3214003009/IF/IAY/2064418,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5061847 ,18145,0,17572,0,20-01-2018,17572,0,0,0,0  ,17572,
3214003009/IF/IAY/2062980,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5277205 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2655882,20-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1386566 ,19380,0,18652,0,24-09-2019,18652,0,0,0,0  ,18652,
3214003009/IF/IAY/2062273,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5505324 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2062663,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5596961 ,18145,0,15280,0,20-01-2018,15280,0,0,0,0  ,15280,
3214003009/IF/IAY/2062651,13-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4965621 ,18145,0,8786,0,20-01-2018,8786,0,0,0,0  ,8786,
3214003009/IF/IAY/2062091,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5501430 ,18145,0,16808,0,28-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2062248,04-08-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5480627 ,18145,0,16808,0,20-01-2018,16808,0,0,0,0  ,16808,
3214003009/IF/IAY/2062285,04-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5465145 ,18145,0,17954,0,28-01-2018,17954,0,0,0,0  ,17954,
3214003009/IF/22012034287847,16-07-2018,Construction of IAY house of Marhiram Mahato  ,16720,528,16368,0,21-01-2016,16368,0,0,0,0  ,16368,
3214003009/IF/IAY/4193609,20-05-2021,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4092567 ,19380,0,19380,0,05-06-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/2062254,25-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5043938 ,18145,0,16808,0,26-01-2018,16808,0,0,0,0  ,16808,
