scheme_code,completion_date,scheme_name,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3214003009/LD/321002040775062,05-07-2019,LAND LEVELING OF SUSHANTA HANSDA ,93600,5200,86100,1215,18-09-2017,86100,0,1215,0,0  ,87315,
3214003009/IF/IAY/3744350,28-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5497055 ,19380,0,19380,0,26-02-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/3368617,28-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4438323 ,19380,0,19380,0,26-02-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/3368616,07-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3891037 ,18145,0,19380,0,26-02-2020,19380,0,0,0,0  ,19380,
,09-10-2018,,600000,400000,0,14700,,,,,,,,
3214003009/IF/IAY/3368624,21-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2981308 ,19380,0,19380,0,26-02-2020,19380,0,0,0,0  ,19380,
3214003009/DP/22012034358524,04-10-2018,NURSARY AT MANGURIA ,30060,19762,20520,1485,16-04-2017,20520,0,0,1485,0  ,22005,
3214003009/LD/321002040737337,05-07-2019,Landlevelling Of Subhas Mahato ,94680,5200,79560,4410,24-05-2017,79560,0,2430,1980,0  ,83970,
3214003009/IF/IAY/3368621,28-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3985076 ,18145,0,19380,0,26-02-2020,19380,0,0,0,0  ,19380,
3214003009/LD/321002040737434,03-07-2019,Land Leveling Of Amala Kanta Hembram ,21780,3040,26100,810,16-06-2017,26100,0,810,0,0  ,26910,
3214003009/IF/IAY/3368626,04-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3899849 ,19380,0,19380,0,26-02-2020,19380,0,0,0,0  ,19380,
3214003009/IF/IAY/3368606,08-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3831176 ,19380,0,19380,0,26-02-2020,19380,0,0,0,0  ,19380,
