scheme_code,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3213010005/IF/IAY/3224253,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4719386 ,15-09-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224245,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4682316 ,14-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2279407,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4217531 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224244,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4119610 ,08-10-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224243,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4682586 ,14-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224242,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4684095 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224241,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4619007 ,15-09-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224240,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4761165 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2279730,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4460666 ,24-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224239,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2471580 ,14-12-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2279665,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4117061 ,20-09-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224237,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3397855 ,15-09-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224238,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4471526 ,14-12-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224236,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3384286 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224235,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4766375 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224234,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2714562 ,08-10-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3180423,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1007710 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224247,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2717376 ,08-10-2020,18145,0,18145,0,18-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2378252,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1934158 ,19-10-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2279399,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4212502 ,24-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2279225,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4116807 ,20-09-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224233,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4682500 ,15-09-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2279406,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4217360 ,19-10-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158353,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2829566 ,08-10-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224262,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4833843 ,14-07-2020,18145,0,18145,0,12-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158351,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2852042 ,15-09-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158350,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3790626 ,08-10-2020,18145,0,18145,0,09-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158349,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5755481 ,22-07-2020,18145,0,18145,0,04-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2279252,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4126541 ,18-12-2019,18145,0,18145,0,25-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158347,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1007778 ,14-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2278850,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3891034 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158344,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4624999 ,14-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158352,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5707012 ,08-10-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158341,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4850359 ,14-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158345,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5599775 ,14-07-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158346,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3655377 ,08-10-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158339,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2521534 ,15-09-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158340,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5359421 ,14-07-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2278091,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3784548 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158348,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4646861 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2277321,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3378728 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2275521,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2852731 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158342,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3568821 ,15-09-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158335,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5354911 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158334,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2514961 ,14-07-2020,18145,0,18145,0,09-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2278455,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3756344 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158333,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3259564 ,04-08-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158337,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4431356 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158336,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5756988 ,14-07-2020,18145,0,18145,0,04-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2278851,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3891048 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158332,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4646019 ,14-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158328,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3336173 ,13-07-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158331,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4091207 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158343,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4372226 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158326,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4186190 ,13-07-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158327,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4636899 ,13-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158338,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4854783 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2275010,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2724616 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2275187,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2656229 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158330,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4836410 ,13-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2274974,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2715128 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2274657,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2622306 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2274480,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2549746 ,20-09-2019,18145,0,18145,0,31-03-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2274168,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2460690 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2273616,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2318383 ,20-09-2019,18145,0,18145,0,25-02-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3224249,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3262977 ,14-07-2020,18145,0,18145,0,13-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2273562,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2310028 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2273560,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2309740 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158329,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5127275 ,15-09-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2273315,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2274704 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2273561,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2309747 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158322,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5081612 ,08-10-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2273626,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2319863 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158320,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3335600 ,13-07-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158321,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4731549 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2273677,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2327736 ,20-09-2019,18145,0,18145,0,25-02-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158317,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2276680 ,13-07-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158325,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2723443 ,08-10-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158318,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3582747 ,15-09-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158315,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5485361 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158314,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2818762 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158316,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3334651 ,13-07-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158324,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4649597 ,13-07-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158319,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5117381 ,08-10-2020,18145,0,18145,0,04-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2274994,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2717572 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2273212,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2325625 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158311,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5616273 ,15-09-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2272573,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2148599 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158323,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3391951 ,13-07-2020,18145,0,18145,0,04-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158310,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4719422 ,13-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2272390,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2106635 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2272314,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2090066 ,19-10-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158309,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5494099 ,15-09-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2272001,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2016490 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271679,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1843095 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271871,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1996035 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271521,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1927569 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271515,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1926277 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158307,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5504649 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158308,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4991907 ,13-07-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2272070,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2135133 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158306,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4456710 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271519,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1927463 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158313,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4759540 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158305,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5483485 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158304,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1664326 ,13-07-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158303,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4717935 ,08-10-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158302,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3519310 ,08-10-2020,18145,0,18145,0,09-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158299,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3261021 ,13-07-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158297,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2825408 ,15-09-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158301,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5414285 ,08-10-2020,18145,0,18145,0,01-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158296,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3261102 ,04-08-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271446,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1906049 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271438,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1903556 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158298,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5635832 ,08-10-2020,18145,0,18145,0,03-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271440,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1904143 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271297,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1852863 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271437,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1903548 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271296,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1852762 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271292,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1851845 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271351,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1874139 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271290,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1851840 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/3158300,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4883968 ,13-07-2020,18145,0,18145,0,11-11-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2272483,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2135025 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271260,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1841921 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2986719,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5481209 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2986721,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5418348 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2986718,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5515946 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271295,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1852759 ,24-10-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2273522,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2304993 ,20-09-2019,18145,0,18145,0,25-02-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2986715,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5524694 ,13-07-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271447,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1906114 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2986717,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5490146 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2986713,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5745275 ,15-09-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2986711,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5491511 ,13-07-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2986716,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5481172 ,14-12-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271802,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1981155 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271104,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1800871 ,24-10-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2986712,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5666941 ,15-09-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271033,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1775230 ,24-10-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2270980,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1754987 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2270955,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1741667 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2271252,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1841489 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2270954,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1741657 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2270953,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1741570 ,20-09-2019,18145,0,18145,0,23-01-2018,18145,0,0,0,0  ,18145,
3213010005/IF/IAY/2986710,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5473296 ,08-10-2020,18145,0,18145,0,31-10-2019,18145,0,0,0,0  ,18145,
